,Student Name,Student ID,Course Title,Course Code,Class Title,Class Code,Assessment Type,Assignment Title,Group Assignment,Poll Title,Grader Name,Updated Date,Comment,Score,Learning Outcome Name,HC Name
13,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-14 08:32:13+00:00,This is excellent work!,4.0,organization,
14,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-29 17:08:19+00:00,This is excellent work!,,,
15,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-18 08:37:22+00:00,This is excellent work!,,,
16,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-16 08:40:45+00:00,This is excellent work!,,,
17,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-22 08:27:22+00:00,This is excellent work!,,,
18,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-25 08:36:22+00:00,This is excellent work!,,,
19,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-18 08:47:51+00:00,This is excellent work!,4.0,,professionalism
20,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-19 08:39:57+00:00,This is excellent work!,2.0,professionalism,
21,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-05 08:43:44+00:00,This is excellent work!,,,
22,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-18 14:33:10+00:00,This is excellent work!,2.0,,interpretresults
23,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-28 08:47:28+00:00,This is excellent work!,,,
24,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-10 08:49:09+00:00,This is excellent work!,4.0,,interpretresults
25,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-11 08:58:22+00:00,This is excellent work!,,,
26,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-03 09:34:07+00:00,This is excellent work!,,,
27,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-27 09:35:17+00:00,This is excellent work!,4.0,,pythonimplementation
28,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-19 09:35:23+00:00,This is excellent work!,3.0,,pythonimplementation
29,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-04-04 14:15:16+00:00,This is excellent work!,3.0,,camodeling
30,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-18 09:43:34+00:00,This is excellent work!,,,
31,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-11 09:45:46+00:00,This is excellent work!,3.0,confidenceintervals,
32,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-04-01 09:48:49+00:00,This is excellent work!,4.0,modeling,
33,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-04 09:50:38+00:00,This is excellent work!,,,
34,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-28 09:52:36+00:00,This is excellent work!,2.0,breakitdown,
35,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-10 09:52:30+00:00,This is excellent work!,2.0,critique,
36,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-24 09:54:59+00:00,This is excellent work!,4.0,dataviz,
37,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-05 12:48:47+00:00,This is excellent work!,2.0,,professionalism
38,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-20 10:13:41+00:00,This is excellent work!,,,
39,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-30 10:20:58+00:00,This is excellent work!,3.0,professionalism,
40,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-14 10:24:22+00:00,This is excellent work!,,,
41,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-25 10:31:03+00:00,This is excellent work!,,,
42,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-15 10:32:37+00:00,This is excellent work!,,,
43,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-02 10:39:03+00:00,This is excellent work!,,,
44,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-27 12:22:45+00:00,This is excellent work!,,,
45,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-27 10:46:08+00:00,This is excellent work!,,,
46,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-15 11:02:34+00:00,This is excellent work!,,,
47,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-24 11:13:00+00:00,This is excellent work!,,,
48,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-29 11:14:50+00:00,This is excellent work!,,,
49,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-29 09:22:50+00:00,This is excellent work!,3.0,,networkmodeling
50,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-27 12:22:33+00:00,This is excellent work!,2.0,,networkanalysis
51,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-14 12:28:55+00:00,This is excellent work!,1.0,,networkmodeling
52,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-21 12:31:37+00:00,This is excellent work!,,,
53,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-02 13:05:22+00:00,This is excellent work!,1.0,dataviz,
54,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-10 12:34:05+00:00,This is excellent work!,1.0,algorithms,
55,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-11 09:24:50+00:00,This is excellent work!,4.0,,networkanalysis
56,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-18 12:45:51+00:00,This is excellent work!,3.0,,pythonimplementation
57,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-16 09:29:48+00:00,This is excellent work!,2.0,,pythonimplementation
58,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-05 12:54:13+00:00,This is excellent work!,1.0,,interpretresults
59,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-24 12:55:10+00:00,This is excellent work!,4.0,,interpretresults
60,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-03 12:58:47+00:00,This is excellent work!,3.0,modeling,
61,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-05 12:57:03+00:00,This is excellent work!,4.0,networks,
62,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-07 13:02:44+00:00,This is excellent work!,1.0,organization,
63,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-22 09:10:54+00:00,This is excellent work!,,,
64,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-24 09:11:23+00:00,This is excellent work!,,,
65,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-16 09:27:24+00:00,This is excellent work!,,,
66,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Final project proposal,False,,Prof. Ben Affleck,2020-04-14 12:50:59+00:00,This is excellent work!,,,
67,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 1.1 - Course overview,1.1,poll,,,Prep poll C,Prof. Ben Affleck,2020-02-08 16:56:46+00:00,This is excellent work!,5.0,,pythonimplementation
68,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 1.2 - Simulation project,1.2,poll,,,Poll A,Prof. Ben Affleck,2020-02-18 11:43:02+00:00,This is excellent work!,3.0,variables,
69,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.1 - Introduction to cellular automata,2.1,poll,,,Reflection poll,Prof. Ben Affleck,2020-02-05 18:29:23+00:00,This is excellent work!,5.0,,camodeling
70,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.1 - Introduction to cellular automata,2.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-12 07:49:11+00:00,This is excellent work!,,,
71,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.2 - Simulating cellular automata,2.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-04 14:05:48+00:00,This is excellent work!,4.0,,pythonimplementation
72,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 3.1 - Mean-field approximation,3.1,video,,,,Prof. Ben Affleck,2020-02-07 21:40:11+00:00,This is excellent work!,5.0,,caanalysis
73,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 3.1 - Mean-field approximation,3.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-20 12:54:13+00:00,This is excellent work!,,,
74,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 3.2 - Percolation and renormalization,3.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-08 09:28:54+00:00,This is excellent work!,2.0,,caanalysis
75,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 4.1 - Case study: Traffic flow 1,4.1,poll,,,Reflection Poll,Prof. Ben Affleck,2020-02-27 12:16:36+00:00,This is excellent work!,4.0,,camodeling
76,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 4.1 - Case study: Traffic flow 1,4.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-29 02:21:09+00:00,This is excellent work!,,,
77,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 4.2 - Case study: Traffic flow 2,4.2,video,,,,Prof. Ben Affleck,2020-02-20 16:39:18+00:00,This is excellent work!,4.0,,camodeling
78,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 5.2 - Introduction to networks,5.2,poll,,,Reflection Poll,Prof. Ben Affleck,2020-03-01 16:25:19+00:00,This is excellent work!,3.0,,networkmodeling
79,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 6.2 - Dynamics on networks,6.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-03-17 13:36:25+00:00,This is excellent work!,2.0,,interpretresults
80,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 7.2 - Adaptive networks,7.2,poll,,,Poll A,Prof. Ben Affleck,2020-03-24 20:48:09+00:00,This is excellent work!,4.0,,networkmodeling
81,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 8.1 - Network metrics and percolation,8.1,poll,,,Poll A,Prof. Ben Affleck,2020-04-09 13:16:55+00:00,This is excellent work!,4.0,,networkanalysis
82,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 8.1 - Network metrics and percolation,8.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-03-29 10:41:34+00:00,This is excellent work!,,,
83,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 8.2 - PageRank in citation networks,8.2,poll,,,Reflection Poll,Prof. Ben Affleck,2020-03-22 07:54:20+00:00,This is excellent work!,5.0,,interpretresults
84,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 8.2 - PageRank in citation networks,8.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-03-31 03:29:13+00:00,This is excellent work!,,,
85,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 9.1 - Mean field approximation,9.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-03-31 18:48:34+00:00,This is excellent work!,3.0,,pythonimplementation
86,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 9.2 - Networks unit synthesis,9.2,video,,,,Prof. Ben Affleck,2020-03-24 16:20:11+00:00,This is excellent work!,5.0,,networkmodeling
87,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 10.1 - Simulations with random numbers,10.1,poll,,,Reflection Poll,Prof. Ben Affleck,2020-04-05 18:03:43+00:00,This is excellent work!,3.0,,mcmodeling
88,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 10.2 - Random numbers from simulations,10.2,poll,,,Reflection poll,Prof. Ben Affleck,2020-04-09 18:03:04+00:00,This is excellent work!,5.0,,interpretresults
89,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 12.1 - The Ising model 1,12.1,video,,,,Prof. Ben Affleck,2020-04-14 09:32:11+00:00,This is excellent work!,2.0,,mcmodeling
90,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 12.2 - The Metropolis-Hastings method,12.2,poll,,,Poll A,Prof. Ben Affleck,2020-04-30 16:29:09+00:00,This is excellent work!,4.0,,mcmodeling
91,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 13.1 - The Ising model 2,13.1,video,,,,Prof. Ben Affleck,2020-04-26 20:07:36+00:00,This is excellent work!,4.0,,mcmodeling
92,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 13.2 - Random walks in finance,13.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-04-30 09:29:49+00:00,This is excellent work!,4.0,,mcmodeling
93,Student_1,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 14.2 - MCMC methods for parameter estimation,14.2,poll,,,Poll A,Prof. Ben Affleck,2020-05-15 04:39:37+00:00,This is excellent work!,4.0,,mcmodeling
94,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-11 18:04:04+00:00,This is excellent work!,,,
95,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-03 18:12:08+00:00,This is excellent work!,,,
96,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-19 15:20:52+00:00,This is excellent work!,3.0,responsibility,
97,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-22 15:24:45+00:00,This is excellent work!,4.0,,professionalism
98,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-13 15:23:53+00:00,This is excellent work!,5.0,,interpretresults
99,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-23 15:25:21+00:00,This is excellent work!,4.0,,pythonimplementation
100,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-03-01 15:21:39+00:00,This is excellent work!,3.0,professionalism,
101,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-05 15:22:13+00:00,This is excellent work!,,,
102,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Elevator simulation,False,,Prof. Ben Affleck,2020-02-25 15:25:47+00:00,This is excellent work!,3.0,modeling,
103,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-25 13:23:12+00:00,This is excellent work!,3.0,confidenceintervals,
104,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-17 14:12:39+00:00,This is excellent work!,,,
105,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-26 09:35:36+00:00,This is excellent work!,1.0,,pythonimplementation
106,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-11 14:23:07+00:00,This is excellent work!,4.0,,pythonimplementation
107,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-07 14:24:34+00:00,This is excellent work!,3.0,,camodeling
108,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-24 14:39:21+00:00,This is excellent work!,5.0,,professionalism
109,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-21 14:28:55+00:00,This is excellent work!,2.0,professionalism,
110,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-08 14:34:17+00:00,This is excellent work!,3.0,,interpretresults
111,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-21 14:35:58+00:00,This is excellent work!,1.0,,interpretresults
112,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Traffic simulation,False,,Prof. Ben Affleck,2020-03-17 14:38:46+00:00,This is excellent work!,3.0,modeling,
113,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-21 15:08:04+00:00,This is excellent work!,4.0,,professionalism
114,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-27 11:52:19+00:00,This is excellent work!,4.0,professionalism,
115,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-03 21:44:12+00:00,This is excellent work!,,,
116,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-25 21:51:35+00:00,This is excellent work!,,,
117,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-24 21:53:55+00:00,This is excellent work!,,,
118,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-30 21:54:16+00:00,This is excellent work!,,,
119,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-25 21:57:27+00:00,This is excellent work!,,,
120,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-20 15:18:00+00:00,This is excellent work!,3.0,,networkmodeling
121,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-23 15:07:46+00:00,This is excellent work!,,,
122,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-08 15:16:06+00:00,This is excellent work!,3.0,,networkanalysis
123,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-04 15:21:50+00:00,This is excellent work!,2.0,,networkmodeling
124,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-28 15:22:30+00:00,This is excellent work!,1.0,,networkanalysis
125,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-01 20:54:27+00:00,This is excellent work!,1.0,,pythonimplementation
126,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-04 15:28:50+00:00,This is excellent work!,2.0,,pythonimplementation
127,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-25 15:31:13+00:00,This is excellent work!,2.0,,interpretresults
128,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-23 15:32:16+00:00,This is excellent work!,5.0,,interpretresults
129,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-12 18:33:47+00:00,This is excellent work!,3.0,modeling,
130,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-05-05 15:40:57+00:00,This is excellent work!,2.0,networks,
131,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Network simulation,False,,Prof. Ben Affleck,2020-04-23 15:43:23+00:00,This is excellent work!,2.0,organization,
132,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,,,assignment,Final project proposal,False,,Prof. Ben Affleck,2020-04-21 12:51:07+00:00,This is excellent work!,,,
133,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 1.1 - Course overview,1.1,poll,,,Prep poll C,Prof. Ben Affleck,2020-02-11 16:57:38+00:00,This is excellent work!,3.0,,pythonimplementation
134,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 1.2 - Simulation project,1.2,poll,,,Poll A,Prof. Ben Affleck,2020-02-14 11:44:25+00:00,This is excellent work!,2.0,variables,
135,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.1 - Introduction to cellular automata,2.1,poll,,,Reflection poll,Prof. Ben Affleck,2020-02-22 18:30:18+00:00,This is excellent work!,2.0,,camodeling
136,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.1 - Introduction to cellular automata,2.1,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-05 08:09:01+00:00,This is excellent work!,,,
137,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 2.2 - Simulating cellular automata,2.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-06 12:45:21+00:00,This is excellent work!,1.0,,pythonimplementation
138,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 3.2 - Percolation and renormalization,3.2,poll,,,Pre-class work poll,Prof. Ben Affleck,2020-02-14 09:31:09+00:00,This is excellent work!,2.0,,caanalysis
139,Student_2,1111,"Modeling, Simulation, and Decision Making",CS166,CS166 Session 4.1 - Case study: Traffic flow 1,4.1,poll,,,Reflection Poll,Prof. Ben Affleck,2020-02-24 15:49:30+00:00,This is excellent work!,4.0,,camodeling
